TC No,TC Ident,Tc Name,TC description,TC Fail Count,TC Fail msg,TC Additional fails msg,TC Error Count,TC error msg,Test Failure Probable reason,category,category_code
4,TESTCASE_20.016.003,Common: Load partprograms of different size into local drive,Common: Load partprograms of different size into local drive,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.21.00.00.000222\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000222\hmi.swtest\testcase_repository\User_Operating\Program_operating_area\suite_part_programs\tst_load_diffsize_partprograms\test.py:34 - NameError: name 'sl_Check' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
5,TESTCASE_20.005.006,PM: Check file properties handling of HMI,PM: Check file properties handling of HMI,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.21.00.00.000222\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000222\hmi.swtest\testcase_repository\User_Operating\Program_operating_area\suite_PM001\tst_FileProperties\test.py:49 - NameError: name 'QVariant' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
6,TESTCASE_20.005.004,PM: Fill the complete NC partprogram storage,PM: Fill the complete NC partprogram storage,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.21.00.00.000222\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000222\hmi.swtest\testcase_repository\User_Operating\Program_operating_area\suite_PM001\tst_FullNCStorage\test.py:45 - NameError: name 'is828D' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
7,TESTCASE_20.005.007,PM: Check if files are listed after key switches,PM: Check if files are listed after key switches,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.21.00.00.000222\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000222\hmi.swtest\testcase_repository\User_Operating\Program_operating_area\suite_PM001\tst_SwitchAccessKey\test.py:56 - NameError: name 'QVariant' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
1,TESTCASE_50.016.001,SU: Control energy - Check appearance of Ctrl-Energy Softkey,SU: Control energy - Check appearance of Ctrl-Energy Softkey,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.21.00.00.000222\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000222\hmi.swtest\testcase_repository\User_Operating\Ctrl_Energy\suite_CtrlEnergy\tst_SU_Low_Access_Level\test.py:43 - NameError: name 'sl_Check' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
2,TESTCASE_50.016.002,SU: Control energy - Open dialog of energy saving profiles,SU: Control energy - Open dialog of energy saving profiles,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.21.00.00.000222\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000222\hmi.swtest\testcase_repository\User_Operating\Ctrl_Energy\suite_CtrlEnergy\tst_SU_Open_Energy_Saving_Profiles_Dialog\test.py:36 - NameError: name 'isEvo' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
3,TESTCASE_50.016.003,SU: Control energy - Modify energy saving profile,SU: Control energy - Modify energy saving profile,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.21.00.00.000222\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000222\hmi.swtest\testcase_repository\User_Operating\Ctrl_Energy\suite_CtrlEnergy\tst_SU_Modify_Profile\test.py:43 - NameError: name 'sl_Check' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
4,TESTCASE_50.016.004,SU: Control energy - Create and delete energy saving profile,SU: Control energy - Create and delete energy saving profile,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.21.00.00.000222\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000222\hmi.swtest\testcase_repository\User_Operating\Ctrl_Energy\suite_CtrlEnergy\tst_SU_Create_and_Delete_Profile\test.py:43 - NameError: name 'sl_Check' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
5,TESTCASE_50.016.005,SU: Control energy - Export energy saving profile,SU: Control energy - Export energy saving profile,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.21.00.00.000222\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000222\hmi.swtest\testcase_repository\User_Operating\Ctrl_Energy\suite_CtrlEnergy\tst_SU_Export_Profile\test.py:37 - NameError: name 'isUserCfCardPresent' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
6,TESTCASE_50.016.006,SU: Control energy - Import energy saving profile,SU: Control energy - Import energy saving profile,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.21.00.00.000222\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000222\hmi.swtest\testcase_repository\User_Operating\Ctrl_Energy\suite_CtrlEnergy\tst_SU_Import_Profile\test.py:37 - NameError: name 'isUserCfCardPresent' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
7,TESTCASE_50.016.007,SU: Control energy - Export energy saving profile from faulty XML,SU: Control energy - Export energy saving profile from faulty XML,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.21.00.00.000222\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000222\hmi.swtest\testcase_repository\User_Operating\Ctrl_Energy\suite_CtrlEnergy\tst_SU_Import_Faulty_XML\test.py:37 - NameError: name 'isUserCfCardPresent' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
8,TESTCASE_50.020.004,SU: Access level setting - Test access level of writing of setting datas,SU: Access level setting - Test access level of writing of setting datas,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.21.00.00.000222\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000222\hmi.swtest\testcase_repository\User_Operating\Introduction\suite_AccessLevelSetting\tst_SU_Writing_Of_Setting_Datas\test.py:61 - NameError: name 'sl_Check' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
1,TESTCASE_60.062.002,Program Manager - changeAccessLevelForLocalDrive : Changing Access level for LOCAL drive using slfsattributes.ini file.,Program Manager - changeAccessLevelForLocalDrive : Changing Access level for LOCAL drive using slfsattributes.ini file.,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.21.00.00.000222\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000222\hmi.swtest\testscript\common\tst_Testlibrary.py:89 - NameError: name 'MyMstt' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
1,TESTCASE_60.047.002,Program Manager - Verification of status of Execute SoftKey for files and directories,Program Manager - Verification of status of Execute SoftKey for files and directories,3,The wrong dialog is active  Line -1081,"The wrong dialog is active (Screenshot in ""D:/ITSReports/4210/5390/ad90525pc_193412_Run1/squishlogs/06.21.00.00.000212/EVO/PM_Execute_FilesNDirs_NC/Errors\suite_PM_Execute\tst_ExecuteStatusDirAndFiles\failedImages\failed_1.png"") Path:- \ws1\06.21.00.00.000212\hmi.swtest\testscript\common\tst_HMI.py",1,"Script Error (Screenshot in ""drive/ITSReports/4210/5390/ad90525pc_193412_Run1/squishlogs/06.21.00.00.000212/EVO/PM_Execute_FilesNDirs_NC/Errors\suite_PM_Execute\tst_ExecuteStatusDirAndFiles\errorImages\error_1.png"") - drive\ws1\06.21.00.00.000212\hmi.swtest\testcase_repository\User_Operating\Program_operating_area\Program_Manager\suite_PM_Execute\tst_ExecuteStatusDirAndFiles\test.py:1255 - Exception: ERROR_CODE : -1 - Not able to initialize the test class",Script Issue,script_issue,10
1,TESTCASE_20.007.001,AllArea: Short Test of area machine,AllArea: Short Test of area machine,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.21.00.00.000214\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000214\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_ALL_Short\tst_MA\test.py:47 - NameError: name 'SquishUtils' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
2,TESTCASE_20.007.002,AllArea: Short Test of area parameter,AllArea: Short Test of area parameter,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.21.00.00.000214\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000214\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_ALL_Short\tst_PA\test.py:43 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
3,TESTCASE_20.007.003,AllArea: Short Test of area program manager,AllArea: Short Test of area program manager,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.21.00.00.000214\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000214\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_ALL_Short\tst_PM\test.py:43 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
4,TESTCASE_20.007.004,AllArea: Short Test of area diagnosis,AllArea: Short Test of area diagnosis,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.21.00.00.000214\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000214\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_ALL_Short\tst_DIAG\test.py:47 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
5,TESTCASE_20.007.005,AllArea: Short Test of area start up,AllArea: Short Test of area start up,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.21.00.00.000214\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000214\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_ALL_Short\tst_SU\test.py:40 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
6,TESTCASE_20.005.002,PM: Handling of part programs,PM: Handling of part programs,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.21.00.00.000214\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000214\hmi.swtest\testcase_repository\User_Operating\Program_operating_area\suite_PM001\tst_Partprog\test.py:40 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
7,TESTCASE_20.013.001,All_AREAS: Base Test of header,All_AREAS: Base Test of header,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.21.00.00.000214\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000214\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_Header\tst_test_main\test.py:36 - NameError: name 'is828D' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
8,TESTCASE_20.013.001,All_AREAS: Base Test of header,All_AREAS: Base Test of header,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.21.00.00.000214\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000214\hmi.swtest\testcase_repository\User_Operating\Diagnostics_operating_area\suite_DG_Versions\tst_test_main\test.py:45 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
9,TESTCASE_20.013.002,All_AREAS: Test of header on area Machine,All_AREAS: Test of header on area Machine,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.21.00.00.000214\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000214\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_Header\tst_Machine\test.py:38 - NameError: name 'SquishUtils' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
10,TESTCASE_20.013.003,All_AREAS: Test of header on area Parameter,All_AREAS: Test of header on area Parameter,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.21.00.00.000214\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.21.00.00.000214\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_Header\tst_Parameter\test.py:38 - NameError: name 'SquishUtils' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
